"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21"
"1",0.308257128699489,0.317882538846457,0.315056378509841,0.322705692756653,0.330499845043611,0.305917842250024,0.314492306335699,0.315080514238075,0.312400635930047,0.313598437777383,0.44118724807622,0.319909635595719,0.322057576211146,0.322187700350151,0.310487853051553,0.32478339615253,0.405278884462151,0.577440007819756,0.732021676512229,0.851537277107237,0.95209371884347
"2",0.264186088773795,0.265418160889007,0.256410256410255,0.255510629972611,0.256835382125203,0.253854239663629,0.257986553587906,0.24717570003077,0.263088660878716,0.255346131980586,0.392028114306853,0.310860248771821,0.267415943472284,0.250320924261874,0.258136978444774,0.257802806146801,0.342156815901382,0.544664182669341,0.694343415007658,0.830421426514353,0.949116743471582
"3",0.202110241950154,0.198490230905862,0.198305159553339,0.206122987595672,0.207807728057363,0.197164377492246,0.190692792162351,0.208295211954865,0.187776011305423,0.203366572134297,0.319344933469806,0.25772705658583,0.193061544492357,0.20243576414674,0.199708525625454,0.205652406157432,0.304509803921567,0.49694062362328,0.670218512153205,0.816709876241256,0.942530442530442
"4",0.158379047956115,0.155086206896552,0.163402465674351,0.15884997731304,0.158614364917254,0.145723601705541,0.14463944107128,0.156046328199592,0.148638521109168,0.143418139282284,0.299431182847975,0.238711023047242,0.158024578555439,0.148105031690594,0.15375313120843,0.145713788906276,0.249741468459152,0.457220992316707,0.642869580358699,0.794818789584803,0.939768941196833
"5",0.112265758091993,0.106266122992427,0.108722879883641,0.111949685534591,0.117399252841586,0.116973935155753,0.108856309671234,0.100935182199291,0.107061685075162,0.181408240939931,0.277660197235108,0.204857768052517,0.125921867756754,0.11293340233271,0.109213412723284,0.109197218710493,0.215342617502769,0.429404714342788,0.616820951024608,0.788230155263472,0.933618209510916
"6",0.0762401413610308,0.0671717171717169,0.0614590273151233,0.0640801001251563,0.0675006296700525,0.0686772797916576,0.0675909878682849,0.0629446723026707,0.0651100510502968,0.161134668811229,0.239611205154808,0.165886836139115,0.0647632311977719,0.0699282105822918,0.0667192359924649,0.0812895398214751,0.191247054716816,0.396046531968862,0.597934550525075,0.773733356389416,0.928917684347908
"7",-0.0352118680194391,-0.0172570390554042,-0.0262925851703406,-0.0359521707728115,-0.0266859577204405,-0.0217834445821176,-0.0370668491165935,-0.0332936034962258,-0.0155948553054663,0.0895448548812674,0.191505607253639,0.134862506030437,0.0566069833709012,-0.0323151125401929,-0.0238241183441626,-0.0258181088134913,0.146684286400768,0.429787744333853,0.612350804359115,0.789087093389296,0.929746141519777
"8",-0.128846073994104,-0.124294011616263,-0.120850964711363,-0.124893534649632,-0.108998831320608,-0.121586174972998,-0.118997432261526,-0.12728253332306,-0.0380173688100514,0.0263259179431914,0.12201938246563,0.0706241002625117,0.00603312302839118,-0.112367911891651,-0.120005929879178,-0.123535795816025,0.0507054837869028,0.375277407900576,0.620990495990491,0.78558437450577,0.93203026481715
"9",-0.208893440873981,-0.221860714138626,-0.211019505328775,-0.2057203141484,-0.201075888568685,-0.209409771685982,-0.20385748727565,-0.207397929510295,-0.200293640367823,-0.0335500020186527,0.0572205907756091,0.00763906474212877,-0.0550215850777875,-0.108628076955389,-0.202260053916319,-0.224728737089377,-0.0510131731163937,0.276759884281582,0.570695807314904,0.793990624192537,0.935157878180174
"10",-0.297131899963282,-0.297462885869136,-0.292795016901516,-0.292338937154463,-0.292797210417346,-0.302093928659114,-0.302657480314964,-0.255621301775147,-0.185722090693862,-0.119246640567135,-0.0137973091435759,-0.0732885108279782,-0.117374600552942,-0.286058496753898,-0.204095085073951,-0.256028871125499,-0.132616146230007,0.171366316329147,0.457953682611997,0.742768315761014,0.935821966977746
